,snum,dnum,api00,api99,growth,meals,ell,yr_rnd,mobility,acs_k3,acs_46,not_hsg,hsg,some_col,col_grad,grad_sch,avg_ed,full,emer,enroll,mealcat
213,425.00 ,473.00 ,657.00 ,593.00 ,64.00 ,45.00 ,11.00 ,0.00 ,16.00 ,21.00 ,31.00 ,10.00 ,24.00 ,40.00 ,19.00 ,7.00 ,2.90000009536743,100.00 ,3.00 ,510.00 ,1.00 
214,419.00 ,473.00 ,850.00 ,808.00 ,42.00 ,NA,5.00 ,0.00 ,13.00 ,21.00 ,33.00 ,5.00 ,7.00 ,27.00 ,40.00 ,22.00 ,3.6800000667572,100.00 ,3.00 ,422.00 ,1.00 
215,402.00 ,473.00 ,893.00 ,845.00 ,48.00 ,NA,4.00 ,0.00 ,16.00 ,20.00 ,30.00 ,0.00 ,3.00 ,14.00 ,39.00 ,43.00 ,4.21999979019165,93.00 ,4.00 ,382.00 ,1.00 
216,430.00 ,473.00 ,745.00 ,663.00 ,82.00 ,17.00 ,3.00 ,0.00 ,17.00 ,20.00 ,33.00 ,4.00 ,26.00 ,42.00 ,23.00 ,5.00 ,3.00 ,89.00 ,11.00 ,240.00 ,1.00 
217,406.00 ,473.00 ,719.00 ,670.00 ,49.00 ,31.00 ,6.00 ,0.00 ,17.00 ,21.00 ,30.00 ,6.00 ,25.00 ,34.00 ,26.00 ,8.00 ,3.04999995231628,100.00 ,0.00 ,384.00 ,1.00 
218,412.00 ,473.00 ,783.00 ,725.00 ,58.00 ,NA,5.00 ,0.00 ,21.00 ,20.00 ,29.00 ,7.00 ,35.00 ,38.00 ,15.00 ,5.00 ,2.76999998092651,100.00 ,4.00 ,333.00 ,1.00 
219,413.00 ,473.00 ,615.00 ,523.00 ,92.00 ,75.00 ,36.00 ,0.00 ,17.00 ,22.00 ,29.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,NA,91.00 ,15.00 ,419.00 ,2.00 
220,3070.00 ,491.00 ,479.00 ,443.00 ,36.00 ,91.00 ,82.00 ,0.00 ,14.00 ,20.00 ,28.00 ,55.00 ,21.00 ,16.00 ,6.00 ,2.00 ,1.78999996185303,94.00 ,6.00 ,396.00 ,3.00 
221,3072.00 ,491.00 ,763.00 ,769.00 ,(6.00),15.00 ,19.00 ,0.00 ,18.00 ,19.00 ,NA,7.00 ,18.00 ,36.00 ,27.00 ,11.00 ,3.17000007629395,100.00 ,0.00 ,187.00 ,1.00 
222,3060.00 ,491.00 ,669.00 ,670.00 ,(1.00),48.00 ,40.00 ,0.00 ,19.00 ,18.00 ,28.00 ,20.00 ,17.00 ,33.00 ,20.00 ,10.00 ,2.82999992370605,91.00 ,13.00 ,235.00 ,2.00 
223,3051.00 ,491.00 ,892.00 ,882.00 ,10.00 ,NA,1.00 ,0.00 ,20.00 ,19.00 ,30.00 ,0.00 ,4.00 ,10.00 ,38.00 ,48.00 ,4.28999996185303,100.00 ,0.00 ,523.00 ,1.00 
224,3055.00 ,491.00 ,590.00 ,587.00 ,3.00 ,66.00 ,52.00 ,0.00 ,10.00 ,19.00 ,NA,30.00 ,23.00 ,26.00 ,15.00 ,6.00 ,2.46000003814697,87.00 ,13.00 ,198.00 ,2.00 
225,194.00 ,507.00 ,514.00 ,527.00 ,(13.00),76.00 ,48.00 ,0.00 ,16.00 ,19.00 ,30.00 ,31.00 ,44.00 ,16.00 ,8.00 ,1.00 ,2.02999997138977,76.00 ,2.00 ,602.00 ,2.00 
226,211.00 ,507.00 ,386.00 ,360.00 ,26.00 ,75.00 ,48.00 ,1.00 ,14.00 ,20.00 ,29.00 ,34.00 ,42.00 ,21.00 ,4.00 ,0.00 ,1.94000005722046,57.00 ,22.00 ,413.00 ,2.00 
227,182.00 ,507.00 ,411.00 ,413.00 ,(2.00),81.00 ,45.00 ,0.00 ,22.00 ,19.00 ,28.00 ,12.00 ,57.00 ,22.00 ,8.00 ,1.00 ,2.29999995231628,64.00 ,29.00 ,494.00 ,3.00 
228,167.00 ,507.00 ,774.00 ,757.00 ,17.00 ,NA,51.00 ,0.00 ,7.00 ,19.00 ,26.00 ,19.00 ,30.00 ,24.00 ,20.00 ,8.00 ,2.67000007629395,95.00 ,0.00 ,255.00 ,2.00 
229,203.00 ,507.00 ,844.00 ,827.00 ,17.00 ,NA,2.00 ,0.00 ,6.00 ,19.00 ,29.00 ,4.00 ,25.00 ,24.00 ,31.00 ,16.00 ,3.28999996185303,100.00 ,0.00 ,179.00 ,1.00 
230,187.00 ,507.00 ,498.00 ,480.00 ,18.00 ,77.00 ,30.00 ,0.00 ,19.00 ,20.00 ,30.00 ,31.00 ,32.00 ,31.00 ,5.00 ,1.00 ,2.13000011444092,78.00 ,11.00 ,322.00 ,2.00 
231,201.00 ,507.00 ,624.00 ,558.00 ,66.00 ,59.00 ,16.00 ,0.00 ,13.00 ,18.00 ,29.00 ,20.00 ,31.00 ,31.00 ,12.00 ,5.00 ,2.50 ,100.00 ,0.00 ,191.00 ,2.00 
232,210.00 ,507.00 ,432.00 ,430.00 ,2.00 ,90.00 ,29.00 ,0.00 ,17.00 ,19.00 ,29.00 ,11.00 ,32.00 ,19.00 ,35.00 ,4.00 ,2.88000011444092,58.00 ,25.00 ,595.00 ,3.00 
233,184.00 ,507.00 ,435.00 ,445.00 ,(10.00),87.00 ,70.00 ,1.00 ,4.00 ,19.00 ,30.00 ,51.00 ,24.00 ,17.00 ,5.00 ,3.00 ,1.85000002384186,69.00 ,15.00 ,643.00 ,3.00 
234,165.00 ,507.00 ,449.00 ,434.00 ,15.00 ,71.00 ,21.00 ,0.00 ,19.00 ,20.00 ,31.00 ,30.00 ,55.00 ,9.00 ,6.00 ,0.00 ,1.91999995708466,45.00 ,31.00 ,367.00 ,2.00 
235,181.00 ,507.00 ,724.00 ,714.00 ,10.00 ,15.00 ,3.00 ,0.00 ,18.00 ,21.00 ,29.00 ,2.00 ,15.00 ,32.00 ,34.00 ,18.00 ,3.50999999046326,93.00 ,7.00 ,196.00 ,1.00 
236,198.00 ,507.00 ,894.00 ,859.00 ,35.00 ,NA,2.00 ,0.00 ,7.00 ,20.00 ,30.00 ,0.00 ,13.00 ,17.00 ,34.00 ,36.00 ,3.92000007629395,95.00 ,5.00 ,213.00 ,1.00 
237,2240.00 ,541.00 ,599.00 ,541.00 ,58.00 ,76.00 ,12.00 ,0.00 ,20.00 ,19.00 ,24.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,NA,61.00 ,44.00 ,198.00 ,2.00 
238,2247.00 ,541.00 ,508.00 ,486.00 ,22.00 ,77.00 ,43.00 ,0.00 ,16.00 ,20.00 ,28.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,NA,44.00 ,48.00 ,333.00 ,2.00 
239,2267.00 ,570.00 ,897.00 ,888.00 ,9.00 ,NA,1.00 ,0.00 ,13.00 ,22.00 ,31.00 ,1.00 ,28.00 ,23.00 ,39.00 ,8.00 ,3.25 ,75.00 ,25.00 ,547.00 ,1.00 
240,2278.00 ,570.00 ,457.00 ,404.00 ,53.00 ,93.00 ,62.00 ,1.00 ,16.00 ,21.00 ,30.00 ,47.00 ,32.00 ,16.00 ,3.00 ,1.00 ,1.78999996185303,53.00 ,44.00 ,684.00 ,3.00 
241,2282.00 ,570.00 ,582.00 ,553.00 ,29.00 ,64.00 ,25.00 ,0.00 ,20.00 ,21.00 ,31.00 ,19.00 ,30.00 ,28.00 ,17.00 ,6.00 ,2.60999989509583,86.00 ,14.00 ,312.00 ,2.00 
242,4448.00 ,575.00 ,903.00 ,884.00 ,19.00 ,NA,12.00 ,0.00 ,7.00 ,20.00 ,28.00 ,1.00 ,2.00 ,10.00 ,40.00 ,47.00 ,4.32000017166138,100.00 ,0.00 ,696.00 ,1.00 
243,4435.00 ,575.00 ,863.00 ,839.00 ,24.00 ,NA,10.00 ,0.00 ,12.00 ,18.00 ,33.00 ,0.00 ,4.00 ,16.00 ,40.00 ,40.00 ,4.15999984741211,100.00 ,7.00 ,393.00 ,1.00 
244,4449.00 ,575.00 ,844.00 ,848.00 ,(4.00),NA,13.00 ,0.00 ,15.00 ,19.00 ,28.00 ,0.00 ,3.00 ,21.00 ,41.00 ,34.00 ,4.05000019073486,100.00 ,0.00 ,462.00 ,1.00 
245,4431.00 ,575.00 ,858.00 ,826.00 ,32.00 ,NA,5.00 ,0.00 ,21.00 ,20.00 ,29.00 ,0.00 ,6.00 ,24.00 ,38.00 ,31.00 ,3.94000005722046,100.00 ,2.00 ,672.00 ,1.00 
246,4427.00 ,575.00 ,802.00 ,784.00 ,18.00 ,NA,11.00 ,0.00 ,11.00 ,18.00 ,32.00 ,8.00 ,9.00 ,35.00 ,29.00 ,20.00 ,3.4300000667572,100.00 ,0.00 ,541.00 ,1.00 
247,4443.00 ,575.00 ,875.00 ,848.00 ,27.00 ,NA,9.00 ,0.00 ,9.00 ,19.00 ,29.00 ,0.00 ,2.00 ,16.00 ,43.00 ,38.00 ,4.17000007629395,100.00 ,0.00 ,606.00 ,1.00 
248,3698.00 ,600.00 ,720.00 ,643.00 ,77.00 ,55.00 ,9.00 ,0.00 ,19.00 ,18.00 ,26.00 ,10.00 ,68.00 ,18.00 ,5.00 ,0.00 ,2.17000007629395,100.00 ,4.00 ,332.00 ,2.00 
249,3696.00 ,600.00 ,483.00 ,450.00 ,33.00 ,89.00 ,43.00 ,0.00 ,38.00 ,19.00 ,27.00 ,46.00 ,44.00 ,8.00 ,3.00 ,0.00 ,1.69000005722046,100.00 ,0.00 ,334.00 ,3.00 
250,3715.00 ,600.00 ,696.00 ,636.00 ,60.00 ,50.00 ,11.00 ,0.00 ,23.00 ,19.00 ,30.00 ,6.00 ,64.00 ,23.00 ,6.00 ,0.00 ,2.3199999332428,100.00 ,0.00 ,495.00 ,2.00 
251,3697.00 ,600.00 ,690.00 ,653.00 ,37.00 ,65.00 ,5.00 ,0.00 ,26.00 ,21.00 ,25.00 ,2.00 ,90.00 ,7.00 ,1.00 ,0.00 ,2.0699999332428,100.00 ,0.00 ,319.00 ,2.00 
252,3700.00 ,600.00 ,717.00 ,665.00 ,52.00 ,77.00 ,11.00 ,0.00 ,29.00 ,19.00 ,27.00 ,28.00 ,42.00 ,24.00 ,6.00 ,0.00 ,2.07999992370605,100.00 ,0.00 ,351.00 ,2.00 
253,3701.00 ,600.00 ,687.00 ,617.00 ,70.00 ,62.00 ,18.00 ,0.00 ,19.00 ,21.00 ,26.00 ,5.00 ,65.00 ,25.00 ,4.00 ,1.00 ,2.29999995231628,100.00 ,0.00 ,318.00 ,2.00 
254,3518.00 ,605.00 ,623.00 ,564.00 ,59.00 ,60.00 ,23.00 ,0.00 ,16.00 ,19.00 ,27.00 ,25.00 ,31.00 ,28.00 ,14.00 ,3.00 ,2.40000009536743,94.00 ,16.00 ,384.00 ,2.00 
255,3511.00 ,605.00 ,688.00 ,662.00 ,26.00 ,40.00 ,10.00 ,0.00 ,23.00 ,20.00 ,28.00 ,15.00 ,18.00 ,38.00 ,17.00 ,13.00 ,2.96000003814697,92.00 ,11.00 ,554.00 ,1.00 
256,3520.00 ,605.00 ,643.00 ,575.00 ,68.00 ,63.00 ,29.00 ,1.00 ,19.00 ,19.00 ,27.00 ,24.00 ,20.00 ,28.00 ,10.00 ,17.00 ,2.75999999046326,87.00 ,23.00 ,573.00 ,2.00 
257,3516.00 ,605.00 ,574.00 ,519.00 ,55.00 ,65.00 ,21.00 ,0.00 ,24.00 ,20.00 ,29.00 ,24.00 ,26.00 ,36.00 ,10.00 ,4.00 ,2.44000005722046,84.00 ,16.00 ,243.00 ,2.00 
258,3525.00 ,605.00 ,632.00 ,568.00 ,64.00 ,51.00 ,18.00 ,1.00 ,19.00 ,19.00 ,31.00 ,21.00 ,27.00 ,33.00 ,12.00 ,7.00 ,2.5699999332428,91.00 ,15.00 ,555.00 ,2.00 
259,3537.00 ,605.00 ,694.00 ,678.00 ,16.00 ,12.00 ,4.00 ,1.00 ,15.00 ,19.00 ,29.00 ,3.00 ,12.00 ,41.00 ,27.00 ,17.00 ,3.41000008583069,89.00 ,16.00 ,617.00 ,1.00 
260,3519.00 ,605.00 ,532.00 ,525.00 ,7.00 ,62.00 ,36.00 ,0.00 ,19.00 ,19.00 ,34.00 ,39.00 ,29.00 ,22.00 ,6.00 ,3.00 ,2.05999994277954,87.00 ,23.00 ,541.00 ,2.00 
261,3523.00 ,605.00 ,657.00 ,618.00 ,39.00 ,48.00 ,14.00 ,0.00 ,23.00 ,20.00 ,32.00 ,14.00 ,33.00 ,42.00 ,7.00 ,4.00 ,2.53999996185303,89.00 ,17.00 ,515.00 ,2.00 
262,3535.00 ,605.00 ,705.00 ,673.00 ,32.00 ,20.00 ,6.00 ,0.00 ,15.00 ,19.00 ,30.00 ,7.00 ,19.00 ,38.00 ,18.00 ,19.00 ,3.24000000953674,96.00 ,11.00 ,490.00 ,1.00 
263,3765.00 ,620.00 ,758.00 ,701.00 ,57.00 ,45.00 ,10.00 ,0.00 ,21.00 ,22.00 ,34.00 ,0.00 ,46.00 ,25.00 ,23.00 ,5.00 ,2.86999988555908,94.00 ,12.00 ,207.00 ,1.00 
264,3736.00 ,620.00 ,556.00 ,542.00 ,14.00 ,61.00 ,46.00 ,0.00 ,39.00 ,22.00 ,25.00 ,22.00 ,26.00 ,30.00 ,20.00 ,3.00 ,2.5699999332428,96.00 ,15.00 ,657.00 ,2.00 
265,3785.00 ,620.00 ,459.00 ,439.00 ,20.00 ,98.00 ,52.00 ,0.00 ,36.00 ,19.00 ,27.00 ,31.00 ,29.00 ,22.00 ,17.00 ,1.00 ,2.27999997138977,100.00 ,17.00 ,645.00 ,3.00 
266,3741.00 ,620.00 ,573.00 ,516.00 ,57.00 ,100.00 ,51.00 ,0.00 ,31.00 ,20.00 ,32.00 ,37.00 ,31.00 ,15.00 ,16.00 ,2.00 ,2.14000010490417,100.00 ,6.00 ,434.00 ,3.00 
267,3757.00 ,620.00 ,707.00 ,667.00 ,40.00 ,57.00 ,11.00 ,0.00 ,22.00 ,21.00 ,31.00 ,4.00 ,15.00 ,46.00 ,23.00 ,12.00 ,3.23000001907349,100.00 ,11.00 ,309.00 ,2.00 
268,3751.00 ,620.00 ,592.00 ,533.00 ,59.00 ,100.00 ,22.00 ,0.00 ,35.00 ,20.00 ,30.00 ,0.00 ,85.00 ,11.00 ,2.00 ,2.00 ,2.22000002861023,100.00 ,13.00 ,222.00 ,3.00 
269,3791.00 ,620.00 ,724.00 ,674.00 ,50.00 ,49.00 ,20.00 ,0.00 ,24.00 ,19.00 ,35.00 ,0.00 ,22.00 ,33.00 ,36.00 ,9.00 ,3.32999992370605,100.00 ,11.00 ,401.00 ,2.00 
270,3772.00 ,620.00 ,829.00 ,824.00 ,5.00 ,NA,7.00 ,0.00 ,14.00 ,19.00 ,33.00 ,10.00 ,26.00 ,21.00 ,30.00 ,13.00 ,3.08999991416931,100.00 ,0.00 ,329.00 ,1.00 
271,3758.00 ,620.00 ,690.00 ,642.00 ,48.00 ,98.00 ,51.00 ,0.00 ,10.00 ,20.00 ,28.00 ,28.00 ,25.00 ,28.00 ,15.00 ,4.00 ,2.40000009536743,100.00 ,5.00 ,230.00 ,3.00 
272,3794.00 ,620.00 ,610.00 ,540.00 ,70.00 ,100.00 ,47.00 ,0.00 ,31.00 ,20.00 ,23.00 ,75.00 ,15.00 ,0.00 ,0.00 ,10.00 ,1.54999995231628,100.00 ,18.00 ,170.00 ,3.00 
273,3793.00 ,620.00 ,528.00 ,460.00 ,68.00 ,99.00 ,35.00 ,0.00 ,27.00 ,18.00 ,33.00 ,19.00 ,41.00 ,30.00 ,8.00 ,3.00 ,2.35999989509583,96.00 ,4.00 ,358.00 ,3.00 
274,3759.00 ,620.00 ,585.00 ,556.00 ,29.00 ,54.00 ,11.00 ,0.00 ,27.00 ,25.00 ,37.00 ,8.00 ,31.00 ,22.00 ,29.00 ,10.00 ,3.01999998092651,100.00 ,8.00 ,133.00 ,2.00 
275,3784.00 ,620.00 ,859.00 ,801.00 ,58.00 ,NA,1.00 ,0.00 ,9.00 ,21.00 ,33.00 ,0.00 ,7.00 ,17.00 ,35.00 ,42.00 ,4.11999988555908,100.00 ,0.00 ,406.00 ,1.00 
276,3754.00 ,620.00 ,732.00 ,672.00 ,60.00 ,63.00 ,8.00 ,0.00 ,37.00 ,19.00 ,30.00 ,16.00 ,36.00 ,24.00 ,22.00 ,2.00 ,2.58999991416931,100.00 ,9.00 ,292.00 ,2.00 
277,3196.00 ,621.00 ,799.00 ,762.00 ,37.00 ,NA,8.00 ,0.00 ,12.00 ,19.00 ,32.00 ,15.00 ,43.00 ,21.00 ,16.00 ,5.00 ,2.53999996185303,98.00 ,3.00 ,560.00 ,1.00 
278,3203.00 ,621.00 ,845.00 ,799.00 ,46.00 ,NA,4.00 ,0.00 ,12.00 ,19.00 ,30.00 ,6.00 ,25.00 ,27.00 ,35.00 ,9.00 ,3.16000008583069,97.00 ,6.00 ,410.00 ,1.00 
279,3200.00 ,621.00 ,854.00 ,854.00 ,0.00 ,NA,1.00 ,0.00 ,13.00 ,19.00 ,32.00 ,4.00 ,31.00 ,25.00 ,36.00 ,4.00 ,3.03999996185303,97.00 ,0.00 ,586.00 ,1.00 
280,3184.00 ,621.00 ,790.00 ,758.00 ,32.00 ,NA,15.00 ,0.00 ,17.00 ,19.00 ,32.00 ,16.00 ,27.00 ,23.00 ,29.00 ,6.00 ,2.8199999332428,95.00 ,7.00 ,539.00 ,1.00 
281,3202.00 ,621.00 ,839.00 ,810.00 ,29.00 ,NA,3.00 ,0.00 ,17.00 ,17.00 ,30.00 ,8.00 ,20.00 ,24.00 ,39.00 ,9.00 ,3.23000001907349,100.00 ,8.00 ,203.00 ,1.00 
282,3187.00 ,621.00 ,689.00 ,682.00 ,7.00 ,51.00 ,36.00 ,0.00 ,13.00 ,19.00 ,32.00 ,31.00 ,25.00 ,16.00 ,23.00 ,5.00 ,2.47000002861023,90.00 ,10.00 ,519.00 ,2.00 
283,3193.00 ,621.00 ,841.00 ,840.00 ,1.00 ,NA,5.00 ,0.00 ,17.00 ,19.00 ,31.00 ,3.00 ,23.00 ,24.00 ,35.00 ,16.00 ,3.39000010490417,97.00 ,3.00 ,510.00 ,1.00 
284,4132.00 ,627.00 ,493.00 ,471.00 ,22.00 ,94.00 ,41.00 ,1.00 ,33.00 ,20.00 ,32.00 ,53.00 ,27.00 ,15.00 ,4.00 ,1.00 ,1.71000003814697,73.00 ,29.00 ,590.00 ,3.00 
285,4128.00 ,627.00 ,643.00 ,622.00 ,21.00 ,82.00 ,24.00 ,1.00 ,19.00 ,20.00 ,27.00 ,30.00 ,35.00 ,22.00 ,9.00 ,4.00 ,2.23000001907349,85.00 ,18.00 ,522.00 ,3.00 
286,4131.00 ,627.00 ,698.00 ,686.00 ,12.00 ,62.00 ,29.00 ,1.00 ,15.00 ,20.00 ,32.00 ,19.00 ,33.00 ,22.00 ,19.00 ,7.00 ,2.61999988555908,98.00 ,0.00 ,583.00 ,2.00 
287,4173.00 ,627.00 ,486.00 ,476.00 ,10.00 ,95.00 ,40.00 ,1.00 ,24.00 ,20.00 ,34.00 ,55.00 ,31.00 ,12.00 ,2.00 ,0.00 ,1.61000001430511,87.00 ,15.00 ,645.00 ,3.00 
288,4167.00 ,627.00 ,612.00 ,551.00 ,61.00 ,75.00 ,26.00 ,0.00 ,16.00 ,20.00 ,32.00 ,28.00 ,24.00 ,34.00 ,11.00 ,3.00 ,2.38000011444092,100.00 ,5.00 ,277.00 ,2.00 
289,4140.00 ,627.00 ,630.00 ,550.00 ,80.00 ,67.00 ,21.00 ,1.00 ,21.00 ,20.00 ,32.00 ,25.00 ,28.00 ,30.00 ,12.00 ,4.00 ,2.42000007629395,85.00 ,13.00 ,607.00 ,2.00 
290,4145.00 ,627.00 ,525.00 ,519.00 ,6.00 ,78.00 ,18.00 ,1.00 ,25.00 ,20.00 ,31.00 ,23.00 ,32.00 ,30.00 ,10.00 ,4.00 ,2.40000009536743,86.00 ,14.00 ,439.00 ,2.00 
291,4143.00 ,627.00 ,485.00 ,448.00 ,37.00 ,94.00 ,40.00 ,1.00 ,37.00 ,19.00 ,32.00 ,60.00 ,23.00 ,14.00 ,3.00 ,1.00 ,1.61000001430511,76.00 ,18.00 ,583.00 ,3.00 
292,4136.00 ,627.00 ,474.00 ,437.00 ,37.00 ,92.00 ,34.00 ,1.00 ,28.00 ,20.00 ,31.00 ,48.00 ,31.00 ,17.00 ,3.00 ,0.00 ,1.76999998092651,81.00 ,19.00 ,470.00 ,3.00 
293,4488.00 ,630.00 ,521.00 ,568.00 ,(47.00),97.00 ,77.00 ,0.00 ,14.00 ,19.00 ,NA,61.00 ,18.00 ,15.00 ,4.00 ,1.00 ,1.67999994754791,79.00 ,4.00 ,210.00 ,3.00 
294,4576.00 ,630.00 ,801.00 ,762.00 ,39.00 ,NA,18.00 ,0.00 ,14.00 ,20.00 ,30.00 ,7.00 ,22.00 ,29.00 ,33.00 ,9.00 ,3.15000009536743,98.00 ,0.00 ,548.00 ,1.00 
295,4506.00 ,630.00 ,709.00 ,619.00 ,90.00 ,59.00 ,17.00 ,0.00 ,20.00 ,16.00 ,33.00 ,10.00 ,25.00 ,36.00 ,20.00 ,9.00 ,2.94000005722046,100.00 ,0.00 ,135.00 ,2.00 
296,4554.00 ,630.00 ,836.00 ,785.00 ,51.00 ,NA,27.00 ,0.00 ,17.00 ,19.00 ,32.00 ,19.00 ,13.00 ,8.00 ,26.00 ,33.00 ,3.41000008583069,100.00 ,0.00 ,231.00 ,1.00 
297,4518.00 ,630.00 ,769.00 ,723.00 ,46.00 ,47.00 ,6.00 ,0.00 ,13.00 ,19.00 ,25.00 ,7.00 ,18.00 ,36.00 ,20.00 ,19.00 ,3.25 ,96.00 ,4.00 ,295.00 ,2.00 
298,4486.00 ,630.00 ,706.00 ,701.00 ,5.00 ,62.00 ,15.00 ,0.00 ,13.00 ,21.00 ,28.00 ,12.00 ,27.00 ,27.00 ,29.00 ,6.00 ,2.90000009536743,100.00 ,2.00 ,645.00 ,2.00 
299,4537.00 ,630.00 ,655.00 ,614.00 ,41.00 ,78.00 ,27.00 ,0.00 ,16.00 ,19.00 ,32.00 ,21.00 ,26.00 ,32.00 ,16.00 ,7.00 ,2.61999988555908,100.00 ,0.00 ,438.00 ,2.00 
300,4585.00 ,630.00 ,845.00 ,843.00 ,2.00 ,NA,24.00 ,0.00 ,25.00 ,19.00 ,31.00 ,3.00 ,5.00 ,11.00 ,27.00 ,54.00 ,4.23999977111816,100.00 ,0.00 ,469.00 ,1.00 
301,4573.00 ,630.00 ,789.00 ,747.00 ,42.00 ,NA,27.00 ,0.00 ,16.00 ,20.00 ,30.00 ,12.00 ,26.00 ,25.00 ,32.00 ,5.00 ,2.92000007629395,100.00 ,2.00 ,575.00 ,1.00 
302,4534.00 ,630.00 ,445.00 ,421.00 ,24.00 ,100.00 ,70.00 ,0.00 ,NA,NA,29.00 ,44.00 ,25.00 ,15.00 ,13.00 ,3.00 ,2.0699999332428,90.00 ,0.00 ,512.00 ,3.00 
303,4581.00 ,630.00 ,708.00 ,691.00 ,17.00 ,74.00 ,2.00 ,0.00 ,24.00 ,19.00 ,30.00 ,1.00 ,55.00 ,31.00 ,10.00 ,4.00 ,2.60999989509583,98.00 ,2.00 ,603.00 ,2.00 
304,4507.00 ,630.00 ,751.00 ,679.00 ,72.00 ,71.00 ,19.00 ,0.00 ,20.00 ,17.00 ,20.00 ,10.00 ,16.00 ,41.00 ,16.00 ,18.00 ,3.16000008583069,100.00 ,0.00 ,130.00 ,2.00 
305,4522.00 ,630.00 ,461.00 ,441.00 ,20.00 ,100.00 ,74.00 ,0.00 ,22.00 ,19.00 ,31.00 ,55.00 ,31.00 ,10.00 ,3.00 ,1.00 ,1.64999997615814,85.00 ,3.00 ,726.00 ,3.00 
306,4530.00 ,630.00 ,757.00 ,723.00 ,34.00 ,58.00 ,14.00 ,0.00 ,16.00 ,18.00 ,30.00 ,6.00 ,17.00 ,36.00 ,30.00 ,10.00 ,3.21000003814697,98.00 ,4.00 ,525.00 ,2.00 
307,4583.00 ,630.00 ,865.00 ,837.00 ,28.00 ,NA,8.00 ,0.00 ,17.00 ,19.00 ,30.00 ,4.00 ,17.00 ,27.00 ,29.00 ,23.00 ,3.50999999046326,100.00 ,0.00 ,344.00 ,1.00 
308,4485.00 ,630.00 ,567.00 ,524.00 ,43.00 ,81.00 ,45.00 ,0.00 ,26.00 ,18.00 ,25.00 ,45.00 ,31.00 ,18.00 ,5.00 ,1.00 ,1.87999999523163,97.00 ,3.00 ,400.00 ,3.00 
309,4558.00 ,630.00 ,748.00 ,684.00 ,64.00 ,62.00 ,21.00 ,0.00 ,11.00 ,18.00 ,29.00 ,11.00 ,20.00 ,39.00 ,21.00 ,9.00 ,2.98000001907349,95.00 ,5.00 ,253.00 ,2.00 
310,4480.00 ,630.00 ,612.00 ,528.00 ,84.00 ,79.00 ,34.00 ,0.00 ,15.00 ,20.00 ,31.00 ,26.00 ,31.00 ,25.00 ,14.00 ,4.00 ,2.38000011444092,82.00 ,7.00 ,354.00 ,2.00 
311,4533.00 ,630.00 ,500.00 ,463.00 ,37.00 ,95.00 ,69.00 ,0.00 ,24.00 ,19.00 ,26.00 ,45.00 ,29.00 ,12.00 ,8.00 ,5.00 ,1.99000000953674,97.00 ,0.00 ,350.00 ,3.00 
312,4574.00 ,630.00 ,740.00 ,672.00 ,68.00 ,54.00 ,18.00 ,0.00 ,14.00 ,20.00 ,33.00 ,10.00 ,21.00 ,33.00 ,28.00 ,9.00 ,3.04999995231628,100.00 ,0.00 ,612.00 ,2.00 
313,4580.00 ,630.00 ,740.00 ,712.00 ,28.00 ,66.00 ,2.00 ,0.00 ,19.00 ,19.00 ,29.00 ,2.00 ,27.00 ,44.00 ,23.00 ,4.00 ,3.00 ,100.00 ,0.00 ,543.00 ,2.00 
314,4596.00 ,630.00 ,883.00 ,864.00 ,19.00 ,NA,3.00 ,0.00 ,9.00 ,20.00 ,30.00 ,1.00 ,10.00 ,9.00 ,52.00 ,28.00 ,3.98000001907349,97.00 ,3.00 ,556.00 ,1.00 
315,4514.00 ,630.00 ,799.00 ,789.00 ,10.00 ,NA,10.00 ,0.00 ,14.00 ,19.00 ,30.00 ,5.00 ,18.00 ,29.00 ,26.00 ,21.00 ,3.40000009536743,100.00 ,0.00 ,378.00 ,1.00 
316,4519.00 ,630.00 ,887.00 ,852.00 ,35.00 ,NA,8.00 ,0.00 ,10.00 ,19.00 ,27.00 ,3.00 ,14.00 ,19.00 ,33.00 ,31.00 ,3.74000000953674,100.00 ,0.00 ,256.00 ,1.00 
317,4502.00 ,630.00 ,493.00 ,489.00 ,4.00 ,91.00 ,71.00 ,0.00 ,27.00 ,19.00 ,30.00 ,70.00 ,19.00 ,8.00 ,3.00 ,1.00 ,1.46000003814697,87.00 ,7.00 ,410.00 ,3.00 
318,4516.00 ,630.00 ,586.00 ,529.00 ,57.00 ,93.00 ,59.00 ,0.00 ,21.00 ,20.00 ,32.00 ,53.00 ,35.00 ,8.00 ,4.00 ,0.00 ,1.64999997615814,90.00 ,3.00 ,763.00 ,3.00 
319,4511.00 ,630.00 ,626.00 ,626.00 ,0.00 ,79.00 ,36.00 ,0.00 ,11.00 ,19.00 ,33.00 ,24.00 ,29.00 ,28.00 ,14.00 ,6.00 ,2.49000000953674,92.00 ,8.00 ,159.00 ,2.00 
320,4487.00 ,630.00 ,528.00 ,476.00 ,52.00 ,91.00 ,68.00 ,1.00 ,10.00 ,18.00 ,27.00 ,47.00 ,28.00 ,14.00 ,8.00 ,4.00 ,1.94000005722046,81.00 ,4.00 ,459.00 ,3.00 
