i,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
389,13.667640006,0.3969156726,6.6352414254,106.2649614,14.366555226,2.5508642204,0.0070977834,11.742360012,13.528242957,197.10236672,21.500180948
390,11.629330857,2.6191485916,6.0466715466,44.906495558,10.145702901,5.4685947624,0.0020923775,16.599384672,16.037659193,158.00441659,20.403425052
391,4.098104383,21.516703998,13.201328613,73.883911247,7.2850228941,43.533217615,0.0198694332,14.254862929,36.923359715,79.238114126,188.369791
392,4.9428998457,107.7832237,11.495614418,100.25083128,9.2972567346,217.67268626,3.6894963771,14.558280776,118.79687273,199.82024952,859.79533661
393,7.1226157905,0.1374316692,5.724165114,101.81000468,5.9004506491,1.8318920353,1945.4544992,14.594810607,11.08709374,321.30678306,-7.227276405
394,5.0731222323,0.8536794396,11.822859681,106.15407459,5.802965802,4.0279927725,0.2353008412,10.737875145,9.5498916622,264.65536781,8.4269507177
395,9.2227004222,2.4397975796,13.330890061,105.48352515,12.464273786,5.4152443014,14.664611842,12.322087032,12.45473036,439.41854662,18.119810969
396,6.9295796242,0.5864939627,13.838985818,122.15560203,11.618364474,1.6903689644,0.004276322,12.244545863,13.405904751,150.53884119,20.474081486
397,7.1757217987,109.91492492,10.203470027,100.59304796,8.1550646919,219.86208724,11.318314406,17.993131194,125.97846905,191.53563711,885.51177332
398,6.0327855199,0.0063829998,5.2069231263,158.99262016,6.0202225122,0.5999568187,0.1944041991,15.335750772,17.349345269,74.33921605,28.549130372
399,10.202508436,26.140467205,5.625038557,81.645254972,8.1405251609,52.29154562,13.331803709,13.525565421,36.81625052,294.68223917,205.45516546
400,8.9140752252,19.345959236,7.3660859849,98.79526775,11.481574436,40.803814761,0.1790653124,13.194868235,31.640872153,104.15610399,161.74226119
401,10.697272977,4.8228591477,8.056009199,67.788819454,2.9112141262,10.821714798,5.2217847191,12.501305455,18.334624018,236.79926933,55.632106163
402,19.783055715,0.061344143,5.6272475564,65.362631053,21.71682332,0.2294605487,0.6871924768,16.627800319,16.538392914,300.12377201,15.270031287
403,10.77668848,0.4195468783,14.752760716,67.917951571,12.890094453,0.9235722355,2.6678561028,12.529160486,15.359725175,271.08738283,24.268704698
404,8.414604826,19.963951313,12.855002302,173.84393435,6.3049348709,40.165392862,0.0020069841,11.963058342,31.370715416,153.06165347,166.76231297
405,11.193381717,0.1179319054,12.463013417,166.18646833,14.787675344,1.8897464159,2.3265766098,14.780264432,12.604112566,138.24527632,4.627197665
406,17.42595721,1.8360613616,12.42501567,127.4155026,20.834467958,4.2706166982,0.2861667141,14.777165512,14.420107758,249.2755405,18.153704251
407,10.142807542,4.8784406762,8.9638042422,120.27921229,12.266544433,10.007112655,1.1887974869,17.82957847,23.803033743,237.52034823,57.858698323
408,4.0467805883,10.101504133,5.5509993669,164.61015598,-2.410667176,20.275680018,0.0511522469,10.357358322,22.584279081,263.97195565,101.66740162
409,8.9489178868,0.057118729,6.6100998417,84.666259825,13.794537467,0.3474763062,19.615987558,17.947491631,18.423054151,337.05693331,25.906053237
410,9.921520151,0.8286106072,7.6129530382,165.06698105,5.8478645197,1.6791063945,0.026771742,16.189265392,12.321919888,130.47456106,-0.817955256
411,17.677129413,0.0064141929,13.440586998,5.5689592141,15.900011122,0.1712509373,0.1868175259,15.978787302,12.451594705,111.33209532,-5.670556863
412,4.2166502036,3.1846053241,7.1784141251,123.91631645,4.4097923869,6.7737592225,233.27348248,17.645215213,19.394711771,369.31188841,34.718282978
413,11.061019149,0.040066789,5.4846538047,153.67775214,12.897378489,2.2012168457,0.0312162593,14.183486732,13.073991193,195.63216902,4.4812806473
414,9.2076382684,0.1446908946,6.305039372,173.03346436,10.012594278,0.4018984856,0.2157531365,14.230991503,12.601924361,263.36914531,3.536791461
415,0.5717613719,0.2435028719,13.663665805,96.151079899,-2.140869732,0.5675229168,0.9703051634,16.940938837,20.162926761,160.61177026,38.960011888
416,14.024463455,3.5440990457,6.5459636932,98.109148414,15.308647406,7.1782596705,0.1078350356,11.440361586,15.424513441,177.53190181,44.009052896
417,9.9287200586,0.2728399957,14.015294848,16.65128845,9.1331540431,1.3643153348,0.0027739309,15.588229853,15.497574235,249.06054353,13.640822388
418,10.63035271,46.296690315,14.752259166,78.578953684,12.93458307,92.732484971,5.9387283713,13.16604278,57.020583676,77.701958984,371.37470095
419,16.123434826,27.581667273,8.724641187,131.21673447,16.533739804,55.708489719,0.0076531849,14.449250574,42.523657976,186.64010691,238.08496062
420,8.3459232878,0.1539066705,13.170833219,116.98772722,12.112069792,1.0691851248,0.7092862075,15.092447268,14.620456259,214.34328186,13.544047316
421,18.368895117,57.259305272,12.550443158,164.18589149,20.255921799,114.87221437,0.1308671661,11.440054358,67.797167984,245.37046652,463.27073747
422,-4.020313512,4.0274038683,13.79695334,133.67587226,-6.178199302,8.6388930745,14.151364066,17.388484161,22.966258305,158.98796612,59.839369251
423,16.33784933,31.280946974,8.0565682673,102.7510611,14.095843565,62.569515526,0.0010087275,15.513705286,51.123473704,149.46402934,284.34175751
424,8.1220947923,1.5299267316,9.7534141479,-53.30890238,6.6940833893,3.1450556476,2.6268498374,11.276896913,9.6538343401,132.84076257,12.309898099
425,18.76484002,0.1231395433,8.4967129414,118.96725144,21.320241965,1.4786887427,0.0189885761,17.124141693,16.556990625,379.44629486,17.756927319
426,15.921065818,0.7878778951,6.6172582477,77.235240982,19.469813725,1.6985969079,4543.6834935,12.275927776,11.968600637,237.53753035,15.79590328
427,14.950494045,0.8721318012,14.066316383,114.76418231,16.543420678,3.0470603086,0.0127236412,16.255129962,15.531014497,159.28764193,19.649709049
428,13.826578477,1.6361439611,9.2884869707,38.975642075,14.563970876,3.4271450195,7.8394783805,14.368632546,14.176256019,327.22571219,19.493665666
429,17.005925123,4.9558928091,6.1198556382,164.54426903,15.42215263,12.890464451,2.7627179118,11.105567322,13.412481392,165.86413961,31.85545508
430,1.9012187387,0.2983522459,10.872813825,118.52419702,2.6169777932,1.4893527086,0.6107938864,15.115077748,16.057296002,371.24574885,23.271377295
431,12.758504115,116.58921303,5.5191960607,44.248297671,11.271027683,234.01999236,2.8255070216,16.654368731,133.82179606,240.47514937,944.84177685
432,7.2457583939,0.0887290793,8.660566869,143.6084825,4.083632499,0.477629587,0.1674141043,14.363685301,17.25401081,85.893132137,29.665737757
433,13.273925309,0.1144030157,14.411606467,95.376523109,11.035134378,0.5693758182,0.0000394693,16.181370038,16.177446487,209.29878678,16.377946762
434,5.6381607969,3.5977140187,13.008053553,63.334125119,9.2037948453,10.269629201,0.0127310503,11.082404085,15.270627838,246.09160076,46.154582124
435,8.3206155723,0.2619602972,12.223091399,156.89381552,6.8978344802,0.9174361785,0.0165427279,16.942852944,17.667592537,174.59444619,23.087483961
436,6.8801334539,1.1693209272,10.066194127,87.493128295,10.689489653,3.4371415683,5.6190793968,15.128495994,14.720416918,122.89747903,18.818088428
437,16.607184893,1.4269559769,11.487978863,51.460971352,19.588513912,4.5803958401,0.0027507751,13.383747516,15.191081691,188.57800424,25.568971105
438,8.4245743538,3.5172035523,7.6192311908,181.88710564,5.2449447379,7.2948753619,0.021744285,16.266183722,21.975193506,198.0768245,56.406171445
439,10.156877926,0.0898377784,11.971581763,125.42810683,13.199495398,3.7538785813,0.1800861807,16.063187121,14.561258733,154.30333825,10.893113158
440,11.20781094,2.8231979648,5.9827728295,17.702526943,14.972009369,6.1766627443,0.03830262,17.272759568,19.158730171,176.61372991,35.793939522
441,9.3741368922,0.5588016833,12.471718484,201.75697386,7.1746096439,3.1673651048,0.0039922319,14.57983991,16.917314477,-35.84816667,24.00063641
442,15.695869442,113.17190369,14.995349422,1.8777130721,14.127306147,226.54338695,0.0464747377,12.797226687,125.51282296,74.108336696,913.29889803
443,11.994680224,0.0323789865,5.2484688397,-6.663435271,12.994369902,0.5209673251,35.100857216,11.798454382,9.2799555239,78.908888558,-1.139069287
444,17.095841833,0.066969901,5.9259608718,79.235861303,19.350434505,0.493797785,3.449341465,15.403792209,13.359806853,242.74099778,8.3710876817
445,9.4333114706,0.4518169875,13.153740558,128.23616507,10.039441708,1.2731673324,1838.3224021,16.6659896,17.847925688,325.09245717,23.483804404
446,5.644182515,1.313566645,6.3900241961,15.905867626,3.7051837339,3.6949972985,0.7762252249,15.006520922,15.627185325,115.51887029,19.77019539
447,16.399428593,0.1792816656,9.2666835311,56.508858171,14.960747707,1.2224576314,9.5858437387,13.054660687,16.199735147,52.295554365,29.67121968
448,5.115077995,40.156507606,14.04649253,91.551466656,4.3087417126,82.924373145,0.42115807,15.448061621,54.781166232,165.88123738,336.51030116
449,1.8464557919,1.5457283176,11.624681315,113.03565337,1.0133193478,4.6048653583,4.5835785902,14.323662354,15.310331204,181.32114521,22.860331834
450,5.9931395897,0.3140926817,14.713057494,58.546188527,7.8338492537,2.3632641868,0.0192067987,12.285268177,13.326166558,351.99117676,19.462398368
451,15.197804456,0.3105905165,7.6204938966,159.6961384,17.267089229,2.17180754,0.558795633,13.500796603,12.721575713,113.27873159,11.555540212
452,17.197067828,0.0062037052,6.6431002466,139.05884433,19.356488567,1.3087133071,0.1059071729,16.847631677,12.131447138,237.80824974,-10.0222309
453,15.423142005,9.4820982163,13.832538872,194.86639934,19.029316751,19.555691629,0.2963814791,14.075077461,21.864699817,214.41139747,86.205312559
454,14.462923288,0.0207044087,13.945147143,111.78175051,17.901661202,0.8628645708,322.24150607,16.066766563,17.715666049,179.99894432,25.735438272
455,7.1826816851,0.2512737688,10.274987312,74.84991792,6.2186287548,2.6944158317,0.0135945013,13.603050796,14.647804812,83.78092858,23.839038481
456,1.7670286432,0.0022599647,11.659286286,50.147769834,-0.086112874,0.3978438481,0.5161378248,15.387527811,14.745801245,157.31613188,12.509485167
457,11.567947407,20.975632455,7.7602550167,33.626268535,16.460542761,42.924072688,1359.0600051,10.584580329,32.806969625,229.1359603,183.55387579
458,12.720702273,2.8247732322,5.1298064553,85.332443942,22.10062792,7.9695066199,0.080290306,15.747193261,19.530231548,319.99738773,42.224929588
459,11.829037697,1.4815401427,12.17573095,182.65764742,11.186267954,3.1257259041,0.57815352,11.578203362,14.15201126,235.31862926,32.751331864
460,15.80094016,1739.7948716,8.0900550136,12.113169414,13.727831277,3480.1539374,0.1202559838,17.735629212,1761.78127,296.73823263,13957.101058
461,16.836179995,0.5413646549,8.9629546292,41.460832369,21.012724014,1.5551658101,0.0414482136,11.830349871,11.692287885,178.15584081,10.885167206
462,5.8160208614,2.0744182769,8.7565776816,128.83378361,5.6964350891,4.4291391352,1.23655466,11.725488816,14.12284425,260.95555114,31.246529783
463,21.204117513,0.040298657,5.4063140743,38.729525849,21.352856533,0.3746784523,0.0066360382,15.946941017,15.644863287,145.4843391,14.093962085
464,4.6915855492,1.9160653564,9.9445992778,146.77326766,5.0383943605,3.8861890978,2.9557335507,14.205940804,19.157770583,352.20247995,42.781819144
465,8.6774525488,3.168030851,9.1578806956,59.005959384,4.4045071604,7.5417498867,2.6096821006,13.658947551,18.848914799,222.4469234,47.143777654
466,11.189686136,6.8962308368,7.6164410182,66.855218118,12.074310881,14.900905963,0.2211749799,10.626683202,16.315831729,116.8368302,60.925280866
467,5.3763043372,6.6198007165,13.43072161,116.44499689,6.396935412,13.526637982,1101.2773645,13.391875991,20.098454173,232.87962063,67.187651044
468,5.8366215653,0.1526217061,11.226861033,47.974684318,9.680644846,1.2679924548,2.2305463092,13.095048489,13.357183059,139.25103402,13.330980497
469,11.487154218,0.0110338127,14.353065747,141.8723263,14.2374465,0.2638051948,1.5631982403,14.14916273,14.101122658,254.5985909,14.308794074
470,9.9016260113,12.457570519,13.906009285,93.92406698,6.2459318504,25.862491422,0.0247062211,17.612948101,31.983182598,378.92009483,127.59467203
471,7.7184965906,0.765223397,5.0275853463,72.492936053,6.7291210341,1.6539257391,0.1595022554,16.802750814,19.952529983,207.82052781,34.796329598
472,7.6405677534,0.0457612094,6.8257796633,142.0995843,10.151698646,2.4656921358,544.32856857,14.011865074,13.844937512,271.87021626,11.949459354
473,6.4510159405,0.1957594459,14.728621277,228.94482691,7.6664036182,0.7374239538,0.1015614906,17.486102093,17.060668544,392.72447926,19.741184167
474,4.6153347579,0.1569795254,10.314038072,132.39103317,5.9861318638,0.9890397954,1.672272952,13.96100034,14.906463253,223.21276464,13.839088362
475,16.100131294,0.0064244548,12.806822186,168.41180665,16.918969853,0.4672075576,0.0009737697,11.074935776,10.703145849,304.20202386,5.3885961144
476,13.360068652,0.6372365206,9.4407545144,153.35094697,9.4193174657,2.1900023282,0.0515664607,15.752374197,16.846089536,258.53735626,22.073716042
477,5.4961598423,1.5418054304,10.616489502,79.856248483,3.1248405673,3.8515838769,0.0487879749,17.995073792,19.648064524,189.89334255,28.966414016
478,4.5884021823,0.3160092087,10.211431377,111.35952351,2.3388375206,0.7210458755,0.0128191201,13.405227167,12.671282929,169.19339052,12.891873077
479,16.54500684,1.0220332085,7.0801969441,126.93997917,7.987285547,2.8457231234,0.0406885655,12.427763944,15.032056933,383.90741776,28.364941876
480,4.4431580649,0.3771144393,5.8247441104,118.32838808,-0.448459926,1.3154053805,146.60661359,11.132638898,12.27779034,298.45256155,21.896752737
481,13.922988025,0.0616643158,13.794342772,163.63051527,15.538783816,1.2367742407,735.26722098,14.546976807,16.694673391,75.088301366,26.423149395
482,3.6296196618,165.33360772,7.7231415048,34.612561288,4.1220497599,335.67899739,6.8238352468,17.604383308,184.26409603,256.36723995,1347.9109341
483,9.3592071387,0.0399733096,10.930537254,59.118728057,11.222438295,3.8085676098,0.0329611234,14.926041173,11.894268819,173.80923635,2.0411906737
484,12.616472943,102.66677288,5.0759188552,205.92755123,14.367272229,205.93482994,1.1297086664,13.347204541,113.51978048,278.84235734,819.42004196
485,14.550519445,1.1559874628,5.9613666269,166.54671002,21.409312673,3.2718645125,609.94421717,11.911642388,13.311652514,186.72801926,21.827087121
486,14.151747015,1.1386404937,9.4318869498,217.14448301,14.472337263,3.7946521243,12.557876953,16.637922663,14.190828453,293.43969322,9.9228485242
487,7.5827897878,0.195359928,6.1797674797,86.021058307,2.3390746,2.1650033343,29.320028621,17.145912967,16.577340378,414.48790053,14.336534842
488,14.36234781,0.7063600743,5.0416439912,169.56751292,11.640990288,2.1054667288,0.3365408406,17.293184444,17.890064888,258.34164473,22.15690195
489,4.0152222122,2.9028755076,11.52513496,109.56031437,3.0659363081,6.3085347852,1.046613487,16.930386006,19.099845743,256.05499404,34.689706893
490,20.801780881,0.7160291754,6.9651682265,50.637049617,19.813945839,2.0799413438,0.3250361348,14.871841664,16.987419039,122.1120395,31.496805187
491,13.338388202,0.0374446475,12.719503896,65.216517782,13.314577778,0.3491863398,0.2051868548,10.492697533,9.9710452728,223.59666415,7.1576105968
492,11.355529126,2.915154872,6.9709872044,143.07002141,7.4442453447,5.9927174338,7.5686616626,10.743063543,10.733525065,175.78713938,21.136966572
493,4.1373150756,0.167220455,12.722617294,86.204607463,5.7769325104,1.0707886549,0.0253062287,14.419112796,15.6152934,205.65987555,22.284264704
494,16.704697529,0.3023660677,7.5381467224,112.69444593,17.379358216,4.0549523339,61.783321198,10.119253881,12.632305341,156.10677393,17.20552194
495,-7.90496466,0.2243585101,10.017907328,158.49038608,-5.174046838,1.7783952919,0.0204709028,13.781415081,14.309572211,94.919210637,19.870019989
496,13.583463055,0.0222239484,11.635740728,167.0007755,15.116557297,3.0775398432,0.1197106915,14.775427634,14.802989094,111.04692274,17.562668716
497,6.7756186259,0.0213746829,12.28657151,154.79860074,10.764480536,0.9179154057,9.7885393622,12.850095221,15.680614287,195.18113503,33.226153705
498,17.23787622,6.104133686,8.022736466,85.824169011,13.646444201,12.616270771,36.624590059,10.438493997,14.178050648,167.80738465,45.562590901
499,9.8845593107,0.0045304929,7.7808242956,145.4865517,10.239172653,0.2379481875,21.373790147,16.826026372,18.247526006,58.484709576,20.875745656
500,-1.094948379,0.0284966314,8.217717108,117.34120011,1.9374798709,0.7047967261,32.972099394,15.683023228,17.844944071,177.98829855,34.084124524
501,10.503294771,53.154304047,13.482562647,144.07215547,9.6831857176,106.73311422,0.0421371974,12.708566697,67.35046068,202.39792927,445.37103398
502,13.694366653,21.421066188,14.941506782,77.986910312,14.791570658,43.915678983,1.8650132976,14.265908541,39.410744916,229.48106733,206.17546031
503,3.6224395205,96.36293804,5.6815706662,81.955708589,1.9990873765,193.83455261,0.139083826,14.774802542,110.89540645,255.69013365,784.1343826
504,11.579829224,0.4893970405,10.304698486,146.57682925,12.636055142,2.8039638795,2.4552312222,11.141146284,11.916459974,164.52081837,19.587393753
505,5.65747923,0.0205498964,10.899664772,167.96502529,7.8707346493,0.8868106051,74.481379756,16.851447951,16.672484869,177.88414484,12.280570033
506,13.499392365,6.4288584347,11.71281271,178.19426036,10.560219939,12.978940453,0.0235219657,17.20027396,23.332029025,91.63155643,65.182060221
507,15.278154342,0.9727432612,5.6120331681,-62.47975144,15.948461257,4.8989375345,299.22336753,10.573739108,10.573589721,245.07253566,12.115931953
508,3.8274421527,0.1300992855,8.2707836168,25.122916761,5.4347763341,0.5694257758,0.0368354691,16.978201501,18.13863289,214.55625998,26.18437015
509,11.857368428,6.0506810613,9.7503281919,97.427339577,13.570830465,13.693134146,0.1345684528,17.42506225,21.09397748,199.8899553,50.483356643
510,6.631605299,0.445326183,8.682895528,186.76971403,11.188734486,1.2047209483,7.7895531489,11.752991595,10.906223669,263.43842169,12.618888672
511,8.2459167721,3.8492898066,9.5732872349,20.173408385,7.7975103061,7.8431174981,0.0026248325,11.641436186,15.274575349,233.5194701,44.021837488
512,14.751876292,32.842390557,5.1233627974,68.356796602,13.680411769,66.031340344,6.7305429008,12.572575343,43.502770668,187.0236255,271.90445267
513,8.697738908,0.0121352578,11.877336715,76.745204228,6.4475573962,2.3003329138,0.0885754199,17.44405974,19.137852765,136.37300484,25.268761227
514,1.8511921139,17.179783656,8.5080990444,76.04155323,4.2565884336,37.018111899,0.0204418608,12.491955937,28.48580826,79.674959626,145.41083812
515,13.867529299,0.0854426327,13.347647995,117.78460398,15.726398868,0.4928059476,0.1000439356,10.233187046,13.562126745,193.69099371,29.003336805
516,12.456702441,34.079849069,11.88100377,67.548729711,9.7965192567,68.665301321,1.1145708677,17.776619505,49.870681591,34.640188299,281.09299196
517,13.139485878,0.0605657508,13.193723894,132.79247586,15.26863766,0.7844659081,0.0046014964,11.981037752,14.822334138,336.32912613,24.151865574
518,11.188893962,2.2060943411,14.759869603,30.266632313,13.869845049,4.7838058746,0.6458736582,14.779352935,21.453852912,194.3079984,64.865594124
519,8.5232384368,7.9105608169,10.132896456,148.60540782,7.7872311734,16.142872994,7.0511397708,15.793118074,24.103363042,256.77186831,79.040815514
520,7.4467276233,0.1713868131,10.192378436,15.887090669,8.9219310374,0.4861182749,0.0004765579,17.622928455,16.765272098,255.09090557,12.662902656
521,7.8237189705,0.3593467061,13.181416247,107.54482853,10.589090733,1.2522587036,2.7119411502,10.277655773,7.7310542365,119.34925183,-5.1390249
522,10.702366053,1.0640380863,10.366760956,160.25219304,12.523792475,2.2324293021,0.0002484717,14.237762494,14.211359033,96.968405967,13.143074612
523,9.3691772406,0.2313270943,14.979665973,10.362182489,10.398820906,0.5193984353,0.0194624968,12.285248661,14.539337711,287.88485897,24.814674163
524,7.8134268062,62.780893299,13.520581307,117.895663,6.2906920624,127.1085462,2.0502605697,11.331883073,75.895836236,134.5860052,520.96908853
525,11.746931268,0.0236008768,14.912689258,105.05925577,13.249135073,3.1930600953,7.5357925286,16.39602328,20.244606508,267.97324185,42.665724637
526,13.755316918,0.1758673884,5.8886524341,40.862643924,13.426122752,3.5098724197,1.8071213722,17.499457415,18.737317234,440.16304065,28.239920398
527,6.2623277321,0.1697366976,5.1830645186,51.835001431,3.2600679002,1.3814950466,34.586081671,14.408050737,15.439690686,309.6681568,20.130174883
528,5.4176294309,0.6626786739,10.437299449,199.67560189,3.4446431049,1.664913476,10.483022459,14.567791624,13.604682752,166.11057723,8.519441138
529,2.0152412302,0.0589599345,10.297124956,97.743430037,-1.587645828,0.154852056,85.221411612,11.036596664,12.291578546,268.77019905,21.138788098
530,4.7351157636,6.4119285736,7.8744045006,133.72324691,6.023802615,13.005000156,1.8629385794,17.412883173,21.544891114,177.35360505,59.279036752
531,11.152868826,0.0283270984,9.4277267784,28.930354309,11.475348283,0.4244651778,35.081043812,16.0919254,14.412646719,195.98801007,9.6096109092
532,2.0446868435,0.5222185436,6.5754398478,72.885486219,6.9151235306,1.4282594402,6.4885940261,13.128451498,14.272790121,385.11511357,16.720141509
533,8.3931298567,871.09319972,10.029612582,75.435072597,8.5132175565,1742.2709746,0.1140419978,13.594084332,887.31054859,98.00749047,6995.6152943
534,10.319469995,0.5451405878,13.699883711,114.31827701,9.2499990587,1.8448799366,3.8775100473,15.768736957,19.686820956,139.68342782,37.758544788
535,15.927469307,0.022013217,8.8853504992,154.50329856,14.286188314,0.1645924717,0.1645666117,12.071900667,14.005908188,48.985217538,17.308500746
536,12.270786058,0.0057483665,8.0816456317,69.247005224,14.534417505,0.6059798129,0.3610266336,12.824178444,8.6653659481,173.95761077,-4.440573177
537,10.413952816,0.2902067353,12.54495703,5.567272076,8.9114103437,1.0814968275,0.5857372318,13.910075763,15.689722718,58.81865039,25.06155257
538,7.2474668956,0.848674793,5.549845421,98.607873656,5.7557218982,2.5222235385,0.1623500239,14.657770807,15.748312483,-74.25597426,19.19270288
539,9.6378975846,0.023290633,5.1398469601,142.24803698,9.5748532618,0.0588304938,0.0006888086,16.725531354,14.725173446,193.88643097,8.6966828427
540,11.900150954,3.6148417248,10.321443754,56.454107159,9.6768529382,7.8428280711,0.0168290726,15.440357747,16.914840709,371.68714901,35.939097923
541,10.184230538,0.081649724,10.937425041,36.103051855,14.520007084,1.8634662981,0.044103963,15.138704105,17.168159208,189.03646861,21.787735028
542,20.321331871,4.5015215945,14.629489835,106.81554379,22.539048241,9.3244075384,0.0358101818,10.459919006,11.646608871,156.29001447,27.098109697
543,8.0500492585,39.19455313,9.5938576453,36.474532383,10.869624928,79.849061596,0.376918473,11.491591391,51.629765687,241.17407062,329.37148547
544,19.498972411,15.028924327,11.749889118,77.087697384,20.573746526,30.132726774,0.7713259189,14.023291579,30.097634388,321.72843097,139.27007318
545,2.7471589998,0.5182980676,11.187065158,17.12093314,-1.668789713,1.7045731414,405.11112694,12.289484673,14.270656386,156.81211433,20.678694825
546,17.067073161,0.4370885953,12.213882668,83.348781738,16.16601426,2.1443027128,0.0001613475,14.67582248,15.35229829,345.37877432,18.900864925
547,7.2030815455,0.0489764787,8.8530238969,62.317777511,8.1064398959,0.8861703141,0.2001225702,11.003028837,6.0026564601,243.54947397,-17.07900381
548,4.9590442226,0.0027536874,11.082676773,77.503829421,7.3538425328,0.0587817858,0.0315778947,17.905499026,20.122793297,129.42931221,30.74914635
549,14.983315667,12.355593883,7.6089290169,140.60334994,9.2554622715,26.029880992,2.5836454683,12.464002487,26.597782873,190.34660199,118.79309874
550,9.2726824373,0.0143424273,10.346732207,17.504752553,14.46775274,1.3471616329,0.0090716477,13.690727929,11.050592194,133.90142912,-0.219998544
551,4.1706576677,0.7016802644,11.008749179,148.71888949,6.8998528979,3.7640039863,0.4338379006,14.67439087,14.35985256,160.69422001,15.880308852
552,13.031093059,0.0081341641,8.5522205818,67.542699872,9.2509520258,1.2195700312,3.049050199,12.180615255,9.7882770488,150.8265216,6.7072312864
553,18.141560766,1.7654659067,7.5556123036,87.151052783,18.190483098,4.3782725469,0.1339777901,16.545153725,17.857256796,173.62186591,32.483616873
554,3.6601958161,114.54445827,8.5507425636,55.343370935,2.6553606416,229.31358424,0.0232271638,12.050964572,126.66400032,264.61269111,921.09332328
555,11.139220231,13.498857976,6.3470104622,145.72881259,10.228382614,27.806807509,51.7840377,14.751197776,30.736765553,372.4962719,138.59738691
556,14.992769293,0.0856207312,8.8987554209,107.2424398,14.053753999,1.0793597788,0.2032681418,11.968736459,11.959384257,308.84312847,11.223700049
557,14.043558558,0.1149592429,11.661251279,79.252182641,11.669109948,0.7258302256,61.038889393,13.3195568,14.212018341,274.81908744,15.983028023
558,8.1203134237,0.2117751708,10.359024389,137.98248631,8.1454774479,1.0141371794,0.1577811688,17.40841804,18.144939123,327.67573652,22.08593807
559,18.258908837,38.289551714,7.0407770304,194.39876701,21.660098777,81.56738095,0.0025548899,13.179202312,51.75653555,180.26553591,325.86638034
560,11.792026284,1.517264346,14.332528873,65.539504012,8.680391703,3.2574179063,0.004124895,16.249309491,14.718590466,198.63071122,13.508861719
561,5.9928270759,3.3631158,13.884874079,111.80695149,2.9743368461,6.9929668604,0.0261414127,14.903840522,19.512443818,273.52671497,48.374421045
562,11.562984197,0.075780137,10.067084732,237.11869243,11.415015194,1.1843759031,2.3037002162,16.985612429,16.968103845,439.11388621,12.54965475
563,9.9175013974,0.0906388627,12.893238923,128.58891436,12.685724027,0.4052830576,0.6930942508,17.742134794,19.907546041,203.85151827,31.876049213
564,9.9673896655,0.039247493,6.7633463916,129.19690145,7.7322786416,2.8639333384,3.6858601077,10.273677752,12.251374501,176.63718517,19.301606149
565,7.5054560261,1.9703848027,12.55632779,45.460169403,8.3338386024,4.2919726095,0.0947667426,17.884076487,20.42476987,239.16947924,38.537037067
566,16.043781782,0.2313135151,7.8780186003,210.87137695,16.641732237,0.6015966685,7.7246067617,14.559267717,17.109357983,194.64863041,26.72816918
567,2.5131530661,13.85965194,6.4131978161,131.70927737,8.9324715435,27.932888599,1989.7387031,17.114807043,32.315600251,183.25606469,134.2642121
568,12.052510613,209.87037833,13.34181046,83.2291089,9.4314250288,419.94957771,2.2993240252,16.029841683,227.00029562,99.424179694,1698.6049143
569,5.0914203452,0.0010245356,7.7981231421,62.775971348,1.4961938009,1.2387875453,0.2200793436,17.221308034,19.36744153,181.94718501,22.017366722
570,10.385761784,0.2059580012,6.3239160978,144.81503468,14.061146827,0.8316891545,0.0374626207,15.78789075,14.301507437,218.5072752,8.0895215469
571,7.7391808403,7.8015881057,10.203211492,57.592197123,11.084489865,16.125478145,2.8458406225,13.797523713,20.157369038,184.24686125,67.635367227
572,16.868630821,0.2926163439,5.3553104263,109.1827078,18.714592583,0.8209802841,0.0151691578,17.103299703,18.486134743,319.79831429,26.295656928
573,14.764300288,0.0374410387,12.946736826,1.1461767657,15.284170142,1.7119625794,0.4226612565,14.660462791,13.256579119,179.74319167,7.5600606732
574,3.7332857534,20.092638993,7.7673016362,90.235838175,7.2948267672,40.921383447,9.3401547034,14.581032446,33.132209081,283.16650836,166.73314911
575,3.5912205811,2.7044842249,9.4102985013,97.902067212,4.6986221578,6.7806308111,966.29754639,12.725157609,15.00626721,217.81698305,29.690066582
576,7.2883599053,29.998593985,6.6757326628,128.27320814,7.4360556866,62.191810635,0.508364917,16.240605275,46.570694508,113.34603638,260.76847059
577,9.9078661928,0.8677983381,11.619601406,94.339279749,10.940022662,3.8169664303,196.95029851,17.813204989,17.454830622,113.48312461,13.521766991
578,10.882848185,5.3062535868,7.2936771309,84.51708923,12.509662915,12.309622938,0.1860460299,15.246339208,21.922335438,311.06558656,60.642012959
579,8.3617461461,0.7306208358,8.29512078,136.49705204,10.168926989,3.6461813807,0.3033441167,13.319200983,16.73924284,227.0553176,35.49254804
580,6.9767098388,0.1144943772,6.4195223718,121.49477644,9.4871711722,1.2240245169,0.5938051941,11.655868538,12.315736912,145.20291421,14.408927309
581,17.238766495,4.322525236,6.4913448605,72.665516486,20.227096625,10.309473382,0.0149431265,16.376964393,18.689878687,55.426727247,38.291195458
582,16.125801887,0.1130718588,14.169831932,155.47016004,15.784995196,0.6581573996,0.0049715255,16.266913406,16.519818561,276.12946663,16.666525832
